1;supply_node;2991;11.000000;1302;-1.570000;0
1;supply_node;2996;11.000000;1293;-1.570000;0
1;supply_node;3036;10.700000;1290;-1.570000;0
1;supply_node;2996;11.100000;1346;-1.570000;0
1;supply_node;2983;10.900000;1301;-1.570000;0
1;supply_node;3015;11.000000;1304;-1.570000;0
1;supply_node;2982;11.100000;1310;-1.570000;0
1;supply_node;3028;11.100000;1324;-1.570000;0
1;supply_node;3051;10.400000;1292;-1.570000;0
1;supply_node;3012;11.000000;1301;-1.570000;0
1;supply_node;2998;11.100000;1288;-1.570000;0
1;supply_node;3035;10.800000;1338;-1.570000;0
1;supply_node;3044;10.500000;1285;-1.570000;0
1;supply_node;3003;11.100000;1289;-1.570000;0
1;supply_node;3047;10.500000;1297;-1.570000;0
1;supply_node;2992;11.100000;1345;-1.570000;0
1;supply_node;2996;11.100000;1346;-1.570000;0
1;supply_node;3059;10.600000;1311;-1.570000;0
1;supply_node;2990;11.100000;1314;-1.570000;0
1;supply_node;3031;10.900000;1345;-1.570000;0
1;supply_node;3026;11.100000;1316;-1.570000;0
1;supply_node;3035;10.800000;1339;-1.570000;0
1;supply_node;3042;10.600000;1292;-1.570000;0
1;supply_node;3024;11.000000;1300;-1.570000;0
1;supply_node;3060;10.600000;1311;-1.570000;0
1;supply_node;3002;11.000000;1308;-1.570000;0
1;supply_node;3051;10.600000;1330;-1.570000;0
1;arms_factory;2969;11.400000;1314;-1.570000;0
1;arms_factory;3024;10.800000;1284;-1.570000;0
1;arms_factory;3008;11.100000;1312;-1.570000;0
1;arms_factory;3021;10.800000;1287;-1.570000;0
1;arms_factory;3041;10.500000;1284;-1.570000;0
1;arms_factory;3041;10.600000;1303;-1.570000;0
1;industrial_complex;2991;11.100000;1309;-1.570000;0
1;industrial_complex;3031;10.600000;1286;-1.570000;0
1;industrial_complex;2975;11.200000;1336;-1.570000;0
1;industrial_complex;3047;10.500000;1291;-1.570000;0
1;industrial_complex;3022;11.000000;1336;-1.570000;0
1;industrial_complex;2984;11.200000;1345;-1.570000;0
1;air_base;3052;10.500000;1335;-1.570000;0
1;bunker;3047;10.500000;1291;-1.570000;0
1;bunker;2991;11.100000;1330;-1.570000;0
1;bunker;3044;10.600000;1300;-1.570000;0
1;bunker;2970;11.400000;1324;-1.570000;0
1;bunker;3002;11.000000;1342;-1.570000;0
1;bunker;3004;11.100000;1307;-1.570000;0
1;bunker;2999;11.100000;1287;-1.570000;0
1;bunker;2977;11.100000;1334;-1.570000;0
1;bunker;3056;10.500000;1324;-1.570000;0
1;bunker;3031;10.800000;1294;-1.570000;0
1;bunker;2987;11.200000;1334;-1.570000;0
1;bunker;2997;11.100000;1315;-1.570000;0
1;bunker;3049;10.400000;1290;-1.570000;0
1;bunker;2990;11.100000;1342;-1.570000;0
1;bunker;3024;11.000000;1333;-1.570000;0
1;bunker;2975;11.300000;1324;-1.570000;0
1;bunker;3037;10.900000;1323;-1.570000;0
1;bunker;3054;10.600000;1326;-1.570000;0
1;bunker;3034;10.800000;1342;-1.570000;0
1;bunker;3052;10.500000;1304;-1.570000;0
1;bunker;2993;11.100000;1336;-1.570000;0
1;bunker;3037;10.900000;1323;-1.570000;0
1;bunker;3063;10.400000;1333;-1.570000;0
1;bunker;3044;10.600000;1300;-1.570000;0
1;bunker;3051;10.400000;1292;-1.570000;0
1;bunker;3029;10.900000;1313;-1.570000;0
1;bunker;2981;11.200000;1334;-1.570000;0
1;anti_air_building;3040;10.600000;1290;-1.570000;0
1;anti_air_building;3029;10.600000;1283;-1.570000;0
1;anti_air_building;3035;10.700000;1293;-1.570000;0
1;synthetic_refinery;3014;11.200000;1314;-1.570000;0
1;nuclear_reactor_spawn;2980;11.000000;1299;-1.570000;0
1;rocket_site_spawn;3009;11.200000;1324;-1.570000;0
1;radar_station;3010;11.200000;1316;-1.570000;0
1;fuel_silo;2997;11.200000;1319;-1.570000;0
1;stronghold_network;3014;11.000000;1345;-1.570000;0
1;special_project_facility_spawn;3040;10.700000;1334;-1.570000;0
1;special_project_facility_spawn;3008;11.000000;1343;-1.570000;0
1;special_project_facility_spawn;2982;11.200000;1319;-1.570000;0
1;special_project_facility_spawn;2983;11.000000;1307;-1.570000;0
1;special_project_facility_spawn;2978;11.300000;1319;-1.570000;0
1;special_project_facility_spawn;3035;10.500000;1283;-1.570000;0
1;special_project_facility_spawn;3052;10.500000;1303;-1.570000;0
1;special_project_facility_spawn;3014;11.000000;1301;-1.570000;0
1;special_project_facility_spawn;2974;11.400000;1347;-1.570000;0
1;special_project_facility_spawn;3026;11.100000;1322;-1.570000;0
1;special_project_facility_spawn;3003;11.000000;1303;-1.570000;0
1;special_project_facility_spawn;3004;11.200000;1326;-1.570000;0
1;special_project_facility_spawn;3038;10.600000;1283;-1.570000;0
1;special_project_facility_spawn;3019;11.100000;1330;-1.570000;0
1;special_project_facility_spawn;3014;11.100000;1309;-1.570000;0
1;special_project_facility_spawn;2971;11.300000;1326;-1.570000;0
1;special_project_facility_spawn;3053;10.500000;1300;-1.570000;0
1;special_project_facility_spawn;3013;11.100000;1338;-1.570000;0
1;special_project_facility_spawn;3052;10.500000;1335;-1.570000;0
1;special_project_facility_spawn;3021;10.800000;1288;-1.570000;0
1;special_project_facility_spawn;3024;11.000000;1334;-1.570000;0
1;special_project_facility_spawn;2990;10.900000;1293;-1.570000;0
1;special_project_facility_spawn;3040;10.800000;1314;-1.570000;0
1;special_project_facility_spawn;2981;11.000000;1302;-1.570000;0
1;special_project_facility_spawn;3009;11.000000;1301;-1.570000;0
1;special_project_facility_spawn;3041;10.500000;1283;-1.570000;0
1;special_project_facility_spawn;3061;10.600000;1311;-1.570000;0
2;supply_node;2993;11.000000;1375;-1.570000;0
2;supply_node;3022;11.400000;1396;-1.570000;0
2;supply_node;3027;11.000000;1383;-1.570000;0
2;supply_node;3003;11.100000;1365;-1.570000;0
2;supply_node;3003;11.000000;1347;-1.570000;0
2;supply_node;3031;11.300000;1394;-1.570000;0
2;supply_node;3018;11.100000;1391;-1.570000;0
2;supply_node;3080;10.500000;1356;-1.570000;0
